User ID,Predicted User Category,Recommended News Category,Recommended Article
U1397,user_1,Tech,Facebook's Targeted Ads Could Be Used To Exclude Certain Races
U5363,user_2,Crime,NYPD: Assailants Shouted 'ISIS' While Beating Man In The Bronx
U7129,user_1,Tech,Uber Settles Class-Action Lawsuits For Price Of Up To $100 Million
U0401,user_1,Tech,Tesla Autopilot Appears To Predict Crash Moments Before It Happens
U5299,user_2,Crime,"Christian Oberender, Convicted Killer, Gets Gun Permit And Buys Arsenal Of Weapons"
U5421,user_2,Crime,Commissioner Bratton Confirms NYPD Slowdown
U0014,user_3,Entertainment,"Kim Kardashian Is Working With Jared Kushner, Ivanka Trump To Pardon Alice Marie Johnson"
U9884,user_2,Crime,9-Year-Old And Anti-Violence Activist Fatally Shot During Deadly Weekend In Chicago
U5094,user_2,Crime,Cops Killed Homeless Man Who Wanted To Surrender: Prosecutor
U8034,user_3,Entertainment,All The 'Game of Thrones' References From Pop Culture
U9856,user_1,Tech,House Finally Approves Bill To Keep Your Old Emails Private
U9340,user_2,Crime,Cops Accused Of Murdering Handcuffed Man With Stun Guns
U3639,user_2,Crime,Police Attacked In Several States In Wake Of Police Killings
U7675,user_1,Tech,Mountain Biker Suffers Severe Burns After Fall Sparks iPhone Explosion
U5107,user_2,Crime,Oklahoma Tackles the Prescription Drug Abuse Epidemic
U0821,user_2,Crime,New Jersey Teen Admits He Plotted To Kill Pope Francis During U.S. Visit
U8292,user_3,Entertainment,Don't Bring Your iPad to Once the Musical
U1993,user_1,Tech,"Samsung, U.S.: Stop Using Galaxy 7 Note Phones Over Fire Risk"
U5050,user_2,Crime,"Gunman Robs Florida Blood Bank, Tells Staff He's Hungry"
U8332,user_1,Tech,Google Removed 50 Million 'Pirate' Search Results This Year
U3160,user_1,Tech,"Twitter 'Verifies' Jason Kessler, Organizer Of Charlottesville White Supremacist Rally"
U0395,user_2,Crime,Hostage Situation At Wisconsin Motorcycle Shop Ends With 1 Dead
U8911,user_1,Tech,Apple To Pay Teen Who Uncovered FaceTime Eavesdropping Bug
U1336,user_2,Crime,5 Kids Shot With BB Guns By 5 Adults And Forced To Watch Sex Acts: Cops
U6340,user_2,Crime,Man Allegedly Punches Disabled Veteran Over A Service Dog
U6295,user_2,Crime,Marlon Brown's Family Releases GRAPHIC VIDEO Of Florida Officer Running Him Over
U2819,user_2,Crime,NYPD Union Responds To Calls For Reform By Shaming The Homeless
U3721,user_2,Crime,George Zimmerman: God Is The 'Only Judge That I Have To Answer To'
U4454,user_3,Entertainment,Harry Styles Announces His World Tour Dates
U7673,user_1,Tech,Apple Just Registered Apple.car
U2882,user_1,Tech,How To Spot Twitter Propaganda: Study
U9338,user_2,Crime,"In the Wake of Garner, A Plea for Hope"
U7001,user_1,Tech,The 'Pokemon Go' Servers Went Down And People Totally Freaked Out
U0156,user_1,Tech,Adorable Cookie Monster Apple Ad Gives Us All The Feelings
U3150,user_1,Tech,Apple Is Hiring People To Predict What You're Thinking
U7167,user_3,Entertainment,Nicki Minaj Set To Appear In Her Own ABC Family TV Show
U3396,user_1,Tech,Thiel Shows Why Tech Billionaires Are The New Robber Barons
U3069,user_2,Crime,Suspected Chelsea Bomber Allegedly Attacked Family In 2014
U2530,user_3,Entertainment,"See Liam Neeson As Deep Throat, 'The Man Who Brought Down The White House'"
U0866,user_2,Crime,"MIT Gunman: Man With Rifle Reported On Campus, Scene Is Clear (UPDATE)"
U2041,user_3,Entertainment,Watch Kids Adorably Explain The Plots Of This Year's Best Picture Oscar Contenders
U0440,user_2,Crime,A Disturbing Look At America's Domestic Violence Problem
U6176,user_3,Entertainment,Vin Diesel Flexes His Voice To Audition For 'Carpool Karaoke'
U6850,user_2,Crime,Police Catch 'Nonchalant' Gunman Who Killed 3 At Colorado Walmart
U1947,user_2,Crime,"Dozens Of Gravestones Toppled, Broken At Philadelphia Jewish Cemetery"
U3499,user_1,Tech,Kickstarter Focuses Its Mission On Altruism Over Profit
U0943,user_3,Entertainment,George Takei Has A Revelation About John McCain And Severus Snape
U1599,user_1,Tech,Most In US Will Use Amazon For Online Holiday Shopping This Year
U7419,user_3,Entertainment,Here's The First Poster For 'St. Vincent'
U9461,user_3,Entertainment,Taylor Swift Joins Nicki Minaj For Opening Performance At MTV Video Music Awards
U0185,user_3,Entertainment,Female Presidential Candidate Finds New Purpose After Election Defeat In ‘Veep’ Trailer
U9231,user_2,Crime,"Cynthia Lynn Davis Identified As Murder Victim In 1997 Cold Case, Alabama Police Say"
U0742,user_3,Entertainment,Lady Gaga's Tribute To David Bowie At The Grammys Was Wildly Entertaining
U9270,user_1,Tech,'Serial' Season 2 Will Launch On Pandora
U4623,user_2,Crime,LA Police Kill Suspect In Stabbing Spree
U5573,user_3,Entertainment,Ryan Reynolds Comments On Marriage Trouble Rumors Like Only He Can
U9020,user_1,Tech,California Can Teach The Rest Of Us An Important Lesson In Digital Privacy
U3861,user_1,Tech,"There Are Fewer Pokemon Go Locations In Black Neighborhoods, But Why?"
U0243,user_1,Tech,Yahoo Is Reportedly Lowballing On Its Hulu Bid
U0192,user_1,Tech,Pilot Uses GPS Tracker To Draw Picture Of A Plane... With A Plane
U6830,user_1,Tech,Netflix Is Getting Rid Of An Easy Way To Watch Blocked Content
U0768,user_1,Tech,Apple Launches iPhone X With Edge-To-Edge Display
U3576,user_2,Crime,"Some Thoughts on Ariel Castro, George Zimmerman and Ending Violence"
U3318,user_3,Entertainment,Are You Ready For An Older Kevin On 'This Is Us'? Justin Hartley Is.
U3393,user_2,Crime,Arrest Made In South Carolina Mall Shooting That Wounded 14 People
U8314,user_3,Entertainment,Caitlyn Jenner's Conservative Views Create Tension On 'I Am Cait'
U0278,user_2,Crime,"Mother Admits Smothering Children, Faces Murder Charges"
U1955,user_3,Entertainment,The Maron/Maron split
U2725,user_2,Crime,Guard Arrested After Beating Of Handcuffed Prisoner Is Caught On Video
U8799,user_2,Crime,Footage Shows Christian Taylor Break Into Car But Not Shooting By Cop
U9788,user_1,Tech,How To Block 'Star Wars' Spoilers On Social Media
U0453,user_3,Entertainment,Justin Timberlake Is The New Face Of Dad-Pop
U1748,user_1,Tech,Facebook Investigates Claim That Employee Used 'Privileged Access' To Stalk Women
U2741,user_2,Crime,"More Than 100 Dogs Rescued From Cramped, Filthy Cages In Puppy Mill Bust"
U8809,user_3,Entertainment,An Open Letter From Dylan Farrow
U0405,user_2,Crime,"Nicole Houde, Former Miss New Hampshire, Arrested After Alleged Assault (PHOTOS)"
U4135,user_3,Entertainment,Amy Schumer And New Boyfriend Take Their Love To The Golden Globes
U2658,user_3,Entertainment,Ian McKellen Reveals Why He Turned Down The Role Of Dumbledore In 'Harry Potter'
U8403,user_2,Crime,"Carbon Monoxide Leak At Hotel Pool Leaves 1 Teen Dead, 12 People Hospitalized"
U8364,user_2,Crime,'Speed Freak Killers' Investigation Uncovers Another Body
U8978,user_1,Tech,FaceTime Users Urged To Disable App Over Eavesdropping Bug
U4123,user_2,Crime,The American Way To Grieve
U7016,user_2,Crime,"Amonderez Green, Teen Shot Near Ferguson, Was An Avid Rapper"
U0139,user_3,Entertainment,Woman Claims Mom’s Abuse Made Brother ‘Snap’ And Murder Grandma
U4090,user_3,Entertainment,Replacement Director For Next Marvel Movie Finally Hired
U4328,user_1,Tech,Of Course Apple Won't Actually Let You Delete Default Apps
U7606,user_2,Crime,At Least 40 Shot In Chicago Weekend Wave Of Violence
U1195,user_1,Tech,Snowden: Apple Should Fight Obama Administration On Encryption
U0061,user_1,Tech,Cheap Drones Are Interfering With Firefighters' Work
U4644,user_3,Entertainment,A-Sides with Jon Chattman: Tony Awards Spotlight on Rocky's Andy Karl
U3984,user_1,Tech,Over-The-Top Tech Headquarters Might Be More Trouble Than They're Worth
U3868,user_1,Tech,House Finally Approves Bill To Keep Your Old Emails Private
U2682,user_3,Entertainment,Todd Rundgren: I Saw the Light
U5266,user_1,Tech,Sherry Turkle On The Power Of Talking (Face To Face)
U4955,user_3,Entertainment,Mad About the '60s ... Goldfinger at 50 and Bond Beyond
U5745,user_2,Crime,Louisiana Cops Arrested For Killing 6-Year-Old Boy
U1410,user_3,Entertainment,Potential Hollywood Writers' Strike Might Force Late-Night TV To Go Dark
U3279,user_2,Crime,Police Pursue Person Of Interest In 42-Year-Old 'Valentine's Day Killings' Cold Case
U5483,user_2,Crime,Video Of Baby With Handgun In Mouth Leads To Couples' Arrest
U2566,user_1,Tech,Kuwait Twitter User Sentenced To 2 Years In Prison For Insulting Emir
U3431,user_1,Tech,Sneak Peek: HuffPost Brings Real Time Collaboration to the Newsroom
U9185,user_1,Tech,'Pokemon Go' Users Are Going To Yik Yak To Get Tips
U2394,user_3,Entertainment,Music to Thaw the Deep Freeze
U5073,user_2,Crime,Investigation Reveals Key Mistakes In Overturned Murder Case
U0903,user_3,Entertainment,The Game Is Coming To Its End In Intense New 'Mockingjay - Part 2' Trailer
U9537,user_3,Entertainment,Joni Mitchell Yanks Music From Spotify To Back Neil Young Over Joe Rogan's COVID Lies
U1014,user_1,Tech,Apple Will Probably Introduce A New iPhone Sept. 9
U5608,user_3,Entertainment,'Game Of Thrones' Actor Says Euron Actually Wants 'World Domination'
U5684,user_1,Tech,When Is It Okay To Mine Hacked Emails?
U6556,user_2,Crime,"Seattle's Vigilante 'Bike Batman' Confronts Thieves, Gets Stolen Bicycles Back"
U3574,user_3,Entertainment,Rihanna Spells Out Exactly What She Thinks Of Donald Trump With Graffiti Photos
U3830,user_3,Entertainment,Watch A Grown Man Cry At A Foo Fighters Concert And Get Invited On Stage
U2542,user_3,Entertainment,HBO Hack Is Reportedly 7 Times Larger Than Catastrophic Sony Attack
U0637,user_2,Crime,Maryland Police Charge 3 Church Leaders With Past Abuse Of At-Risk Teen Girls
U5916,user_1,Tech,Cambridge Analytica Files For Chapter 7 Bankruptcy After Facebook Privacy Row
U5403,user_1,Tech,Google Could Face Fines For Squeezing Out Rivals In Europe
U6262,user_1,Tech,"Apple I Auction: Sotheby's Puts First Wozniak, Jobs Device On The Block For $180,000"
U0869,user_2,Crime,Racist Graffiti Scrawled All Over Georgia High School
U4288,user_1,Tech,WATCH: Amazon Thinks It Can Predict Your Next Order
U6698,user_1,Tech,Is That an Apple?
U4850,user_2,Crime,"Woman Hid Heroin, Oxy Under Fake Butt, Cops Say"
U4958,user_1,Tech,Your Phone Is Your Secret Weapon For Holiday Shopping
U7767,user_1,Tech,It's Time To Talk About The 'Gig Economy'
U7972,user_3,Entertainment,"Drake ""HYFR"" & ""Take Care Videos"": Rapper Drops Bar Mitzvah-Themed Video & Rihanna Collaboration Video"
U6836,user_2,Crime,Drug Abuse Counselor Sentenced For Driving Drunk With Victim On Her Windshield
U0894,user_3,Entertainment,Taylor Swift Calls Out Tumblr Troll For Negativity And Bad Grammar
U2938,user_1,Tech,How Pirates And Hackers Worked Together To Steal Millions Of Dollars In Diamonds
U2319,user_2,Crime,"Nursing Home Workers Allegedly Filmed, Egged On Brawls Between Dementia Patients"
U6072,user_2,Crime,Beauty Queen Arrested For Allegedly Faking Cancer For Cash
U2268,user_2,Crime,Pennsylvania Public Defenders Rebel Against Crushing Caseloads
U9870,user_1,Tech,Report: White House Will Not Publicly Back Encryption Legislation
U2456,user_3,Entertainment,"Mining the Audio Motherlode, Volume 207 -- Great Free Music Online"
U2590,user_2,Crime,Teacher Already Accused Of Sex Assault Re-Arrested
U3106,user_2,Crime,Dallas Shooting Suspect Confirmed Dead: Police
U6380,user_1,Tech,Watch The Top 9 YouTube Videos Of The Week
U6399,user_1,Tech,Of Course Tinder Founder Doesn't Know What 'Sodomy' Is
U3409,user_1,Tech,Pranksters Rename Mexico's Congress As 'Chamber of Rats' On Google Maps
U5579,user_1,Tech,The Government Is Taking A Huge Step On Online Privacy
U1061,user_1,Tech,'Gangnam Style' YouTube Views: Psy's Viral Hit Beats Bieber To Become Most-Viewed YouTube Video Ever
U8483,user_3,Entertainment,The Griswolds Get 'Out Of My Head' With New Single Premiere
U7980,user_1,Tech,Internet's Sad Legacy: No More Secrets
U8030,user_2,Crime,"Couple Ordered To Pay Enslaved Nanny $121,000 After 2 Years Of Work"
U4019,user_3,Entertainment,Cinema's Hidden Pearls -- Part II
U3796,user_2,Crime,No State Charges For Cops Who Shot And Killed Mexican Farmworker In Washington State
U7865,user_1,Tech,Boxee's OTT Vision: Why It Matters
U1571,user_2,Crime,Ferguson Is Rallying Cry For Protests Over Cop Killings
U3374,user_1,Tech,FaceTime Users Urged To Disable App Over Eavesdropping Bug
U1739,user_3,Entertainment,Celebs Express Anger After Donald Trump Announces Ban Against Trans Troops
U5185,user_3,Entertainment,Nicole Kidman & Husband Keith Urban Hit ‘Paddington' Premiere
U2081,user_1,Tech,Why You Should Give Your Kid an iPad for Christmas (It Isn't What You Think)
U8744,user_1,Tech,Apple Says It Cares About Diversity. Facts Say Otherwise.
U2874,user_3,Entertainment,Tom Brady Slams Helmet In Tantrum And Twitter Loves It When He's Angry
U5709,user_2,Crime,Texas Sheriff's Deputy Killed In Ambush At Gas Station
U1084,user_1,Tech,Barrett Brown vs. the Private Intelligence Business
U2677,user_2,Crime,Police Arrest Naked Man Who Jumped Onto Moving Truck Near Dulles Airport
U4253,user_1,Tech,Uber Valued At More Than $50 Billion
U5969,user_1,Tech,Two Words: Driverless Boats
U0600,user_2,Crime,Former NYPD Detective Gets Emotional Over Dallas Shooting
U4182,user_3,Entertainment,"A Look Back At Beyoncé's '4,' Now 4 Years Old"
U5941,user_1,Tech,Amazon Resets Some User Passwords Over Fears Of Leak: Report
U5232,user_1,Tech,This Is The Pokemon Your State Is Searching For Most
U1128,user_2,Crime,"Nedra Byrd Arrested After 10-Year Old Son Found, Naked, Drunk On Florida Streets"
U5450,user_3,Entertainment,"Hangout, Day 1: Kings of Leon, Jim James, Ryan Bingham Kick Off One of the Best Fests (Slideshow)"
U4110,user_1,Tech,"YouTube April Fools 2013: Video Sharing Website Will Shut Down, Announce Winner In 2023 (VIDEO)"
U7942,user_2,Crime,"3-Year-Old Boy Found Frozen To Death, Locked Outside In Diaper"
U3295,user_2,Crime,WATCH: Dog Attacks Would-Be Gas Station Robber
U5872,user_2,Crime,"Chris Hays, San Diego Police Officer, Accused Of Sexual Misconduct, Improper Pat Downs"
U7847,user_1,Tech,Verizon Drops Contracts And Subsidies For New Customers
U5284,user_3,Entertainment,"Zac Efron, Corbin Bleu And Lucas Grabeel Had A 'High School Musical' Reunion On Broadway"
U8568,user_2,Crime,Judge Weighs Bid To Dismiss Child Sex Abuse Claim Against Cosby
U9734,user_1,Tech,The Huge Growth In Tech Has Created Digital Inequality
U7155,user_2,Crime,Backlash After Report Calls Killing Of Tamir Rice 'Objectively Reasonable'
U9175,user_1,Tech,WATCH: E3 Brings The Console Wars to LA
U0000,user_3,Entertainment,Tyga's Lawyer Speaks Out Against Leaked Photos
U3496,user_1,Tech,What To Do If You Think An Online Account Has Been Hacked
U5457,user_2,Crime,Sing Sing Prisoners Redefine 'Paying A Debt To Society'
U2955,user_2,Crime,CAUGHT ON VIDEO: World's Grinch-iest Vandal Tries To Kill Frosty The Snowman
U8262,user_1,Tech,Uber Just Took A Huge Step Toward Integrating With Mass Transit
U3391,user_2,Crime,Possibility of Escape
U2428,user_2,Crime,Devastating Floods Leave 23 Dead In West Virginia
U9358,user_3,Entertainment,"Aw, Here It Goes! Kenan & Kel Reunite To Bring Back 'Good Burger'"
U4741,user_3,Entertainment,E! Reportedly Developing 'Jawbreaker' TV Series To Feed Your Appetite For Nostalgia
U8521,user_2,Crime,"Police Fatally Shoot Nearly 1,000 Civilians In 2015"
U4299,user_1,Tech,Wild-Looking Glow-In-The-Dark Sidewalks Could Spell The End Of Streetlights
U7451,user_2,Crime,Janitor Suspected Of Abducting 8-Year-Old Gave Gifts To Other Homeless Girls
U1113,user_2,Crime,"Fla. Man Accused In Killing Of Wife, Friend, Pastor"
U7847,user_1,Tech,Is Samsung About To Eat Apple's Lunch?
U0122,user_3,Entertainment,"Why Angelina Jolie, 40, Loves Being In Menopause"
U8075,user_3,Entertainment,Jim Jarmusch Turns the Vampire Myth: Only Lovers Left Alive
U4917,user_3,Entertainment,Final 'House Of Cards' Season Will Go Forward With Robin Wright As Its Lead
U2701,user_1,Tech,Cyber Monday 2015: The Best Gift Ideas For Friends And Family
U4271,user_3,Entertainment,"Mariah Carey Postpones Christmas Tour, Per Doctor's Orders"
U3023,user_3,Entertainment,Brie Larson Says Her Reaction To Casey Affleck Winning An Oscar 'Speaks For Itself'
U9166,user_2,Crime,"Heather Heyer 'Murdered While Protesting Against Hate' In Charlottesville, Friends Say"
U4372,user_2,Crime,New Outside Reports Call Tamir Rice Shooting 'Objectively Unreasonable'
U0906,user_3,Entertainment,Katy Perry's Grammy Nominations Night Includes 'Roar' Performance
U4867,user_3,Entertainment,Draco Malfoy Is Actually A Gryffindor
U6095,user_2,Crime,"1 Dead, 4 Injured In Shooting At Florida ZombiCon Event"
U1714,user_1,Tech,"iPhone 5 In September, iPad Mini In October, Apple Television God Knows When: This Week In Apple Rumors"
U6203,user_3,Entertainment,Marvel's Top Directors Want LGBT Superheroes To Save The Day
U6545,user_2,Crime,Oscar Pistorius Treated In Hospital For Wrist Injuries: Reports
U1543,user_2,Crime,Police Horse Dies After Cop Forgets He Tied Him Up With No Food Or Water
U0947,user_3,Entertainment,Film And Stage Star Ariana DeBose To Host The Tony Awards
U7867,user_3,Entertainment,Chris Pine Tries To Settle 'Hollywood Chris' Debate Once And For All
U2126,user_2,Crime,Baltimore Detective Killed A Day Before Testifying In Federal Case Against Fellow Cops
U3112,user_3,Entertainment,Chris Hemsworth Is Unrecognizable After 'In The Heart Of The Sea' Weight Loss
U8530,user_3,Entertainment,Carrie Underwood 'Not Quite Looking The Same' After 50 Stitches In Face
U8803,user_2,Crime,"California College Student In Stabbing Spree Was Inspired By ISIS And Acted Alone, FBI Says"
U4721,user_2,Crime,Oscar Pistorius Treated In Hospital For Wrist Injuries: Reports
U4495,user_2,Crime,"Jason Chidgey, Landlord, Hid Friend's Dead Body In Bar To Avoid Missing Weekend Business"
U6310,user_2,Crime,Man Opens Fire On Two 'Pokemon Go' Players In Florida
U5946,user_2,Crime,"17 Year Old Neighbor Faces Murder, Rape Charges In 6-Year-Old's Death"
U9428,user_3,Entertainment,Netflix To Shut Down Planned Louis C.K. Comedy Special
U1248,user_1,Tech,Air Force's Billion-Dollar Software Stumble
U6419,user_2,Crime,Florida Gunman In Full Body Armor Arrested After Killing 4: Police
U6409,user_2,Crime,Police Change Timeline Of Las Vegas Mass Shooting Again
U7243,user_3,Entertainment,'Captain America' Dominates Box Office For Second Weekend In A Row With $72.6 Million
U4916,user_2,Crime,Police Arrest Naked Man Who Jumped Onto Moving Truck Near Dulles Airport
U8298,user_2,Crime,Police Chief Calls Shooting Of Black Teen By White Cop A 'Tragedy'
U7154,user_2,Crime,Police: Driver Stranded In Blizzard Shot And Killed Man Who Tried To Help Him
U0551,user_3,Entertainment,Suzanne Somers Says She's 'Happy' About Trump
U3022,user_3,Entertainment,"The Place Behind the Pines: ""The Killing"" Ends in Light"
U9608,user_2,Crime,NYPD Union Leader Lashes Out At Mayor Again
U9190,user_1,Tech,This Company's Chips Are Already In Your House. IBM Wants To Connect Them To The Internet.
U5094,user_3,Entertainment,Beyoncé Explains The Birth Of 'Yoncé' And Breaking 'The Fourth Wall'
U1064,user_2,Crime,Officials Haven't Found Evidence Linking Florida Shooting Suspect To White Supremacists (UPDATE)
U6557,user_2,Crime,Hawaii Man Accused Of Murdering Wife In Front Of Young Daughter
U3842,user_2,Crime,Jury Awards $3 Million In Damages Over Rolling Stone Rape Story
U8447,user_1,Tech,Are We All Digital Diplomats?
U6210,user_2,Crime,"Street Magician Tried To Make Woman's Bikini Disappear, Police Say"
U2388,user_1,Tech,This Adorable Robot Could Save Your Grandma's Life
U3040,user_1,Tech,Video Game Gift Givers Guide For Dummies: Christmas 2012 Version 2.0 (PHOTOS)
U6980,user_2,Crime,"Keith Tabron, Former 'Detective Of The Year,' Secretly Videotaped Stepdaughter Undressing"
U7967,user_1,Tech,Should You Buy a BlackBerry 10?
U4496,user_1,Tech,This Is How Visualizing Open Data Can Help Save Lives
U8996,user_3,Entertainment,'Unfriended' Keeps on Keeping on
U6198,user_1,Tech,7 Epic Video Game Fails: The Most Painful (And Hilarious) Run-Ins With The Wii And Kinect
U3017,user_1,Tech,8 Arrested In Spain Over Global Bank Cyber Heists
U3012,user_2,Crime,Arizona 2-Year-Old 'Lucky To Be Alive' After Shooting Himself In Face: Police
U5647,user_2,Crime,Man Who Believes He Is A 'Werewolf' Who Killed A 'Vampire' Found Guilty Of Murder
U9129,user_1,Tech,The Global Cyberattack And The Need To Revisit Health Care Cybersecurity
U4914,user_1,Tech,Tinder Demands Removal Of Billboard Linking App To STDs
U7483,user_3,Entertainment,Watch Every Quentin Tarantino Movie Death In 4 Minutes
U5185,user_2,Crime,Letters from Men in Prison: The Call for Accessible Entrepreneurship Education
U4214,user_1,Tech,Kansas City Is Becoming a Mecca for Big Technology Names
U9805,user_1,Tech,Amazon's Super Cheap Kindle Fire Tablet Just Got An Upgrade
U1660,user_3,Entertainment,Kevin's Addiction Will Surely Signal New Revelations About Jack On 'This Is Us'
U9951,user_3,Entertainment,I Ain't Gonna Work on Maggie's Farm No More: 'True Detective' and the Deep Dark Secret of the American Psyche
U8420,user_2,Crime,LAPD Chief: Carnell Snell Jr. Was Holding Gun Before Fatal Police Shooting
U8627,user_1,Tech,"Senator Charles Schumer Asks FTC To Probe Apple, Android"
U8827,user_1,Tech,New iPhone To Be Unveiled By Apple September 10th: Report
U2727,user_1,Tech,Sherry Turkle On The Power Of Talking (Face To Face)
U5170,user_3,Entertainment,Prince Harry Reveals What Nearly 'Ruined' His Wedding Gesture To Meghan Markle
U7745,user_3,Entertainment,"5 Things You Didn't Know About 'Fringe,' According To Dr. Bishop"
U8199,user_1,Tech,Facebook Will Allow 900 Million People To Keep Messages Secret
U7520,user_2,Crime,Coroner Reclassifies A Man's Suspicious Death After HuffPost Investigates
U7033,user_1,Tech,Hackers Breach Computer Networks Of Some Big U.S. Law Firms: Report
U7734,user_1,Tech,Should You Buy a BlackBerry 10?
U7715,user_1,Tech,The Most Popular Hanukkah Videos to Ever Hit YouTube
U3316,user_2,Crime,Shootout Leaves Black Man Dead And Officer Wounded
U7720,user_3,Entertainment,Princess Eugenie Shares Sweet Photo To Mark 3rd Wedding Anniversary
U5831,user_1,Tech,Mark Zuckerberg Makes Clear He's Against Colonialism In India
U8637,user_2,Crime,San Diego Police Fatally Shoot 15-Year-Old Who Was Holding A BB Gun
U1466,user_2,Crime,North Carolina Man Broadcasts His Own Killing On Facebook Live
U2045,user_2,Crime,Fire Consumes North Dakota Church Owned By White Supremacist
U4391,user_1,Tech,HP's Europe Offices May Cut Thousands More Jobs
U0642,user_2,Crime,Report: Gawker And Hulk Hogan In Settlement Talks In Privacy Case
U0116,user_2,Crime,Aggressive Bystanders Thwart Carjacking
U2218,user_1,Tech,AT&T Upgrade Fee To Double On February 12
U4959,user_2,Crime,Police In LA Shoot And Kill Suspected Cruiser Thief After High-Speed Chase
U0837,user_2,Crime,Car Plunges Off 200-Foot Sea Cliff On Hawaii's Hana Highway
U5978,user_3,Entertainment,Gayle King Clears Up That Prince Harry And Meghan Markle Rumor
U3717,user_2,Crime,"Christopher Hunt, Missouri Sheriff Deputy, Gets 5 Years In Prison For Burglary, Assault"
U0067,user_1,Tech,EU Doesn't Want The U.S. Spying On European Citizens
U8840,user_3,Entertainment,Jimmy Fallon's Adorable Daughters Went All Out For Halloween
U6585,user_3,Entertainment,Not Loving Like
U0617,user_1,Tech,"AT&T Mobile Charging Effort Falls Flat In Red Hook, Brooklyn"
U8668,user_1,Tech,6 Streaming Devices To Buy This Holiday Season
U6992,user_1,Tech,Judge Denies Government's Request To Unlock iPhone In Drug Case
U2422,user_2,Crime,"Ohio State Attacker May Have Been Inspired By Overseas Militants, FBI Says"
U4950,user_2,Crime,Police Union Doesn't Want Mayor At Cop Funerals
U4276,user_2,Crime,Lawyers Can Keep Bras On While Entering Maine Jail: Sheriff
U4288,user_3,Entertainment,Kim Dickens Reveals Answers About That 'Fear The Walking Dead' Premiere
U0482,user_3,Entertainment,Tiffany Haddish Needs To Win Every Award After This Hilarious Acceptance Speech
U9625,user_1,Tech,SpaceX Launches And Lands The First Recycled Orbital Rocket Ever
U6142,user_1,Tech,"Why Mobile Apps Have Become The ""In"" Thing"
U2254,user_3,Entertainment,Designing Change: The History of Red Carpet Green Dress
U3971,user_3,Entertainment,Realest Lady On Twitter Chrissy Teigen Needs Your Help Before The Grammys
U5187,user_1,Tech,"Hands-Free Tech Like Siri Can Be Dangerous For Drivers, Study Says"
U0589,user_2,Crime,Auction For George Zimmerman's Gun Used To Kill Trayvon Martin Hijacked By Fake Buyers
U5849,user_1,Tech,'Cash Mobs' Use Social Media To Splurge In Locally Owned Stores
U3139,user_3,Entertainment,Taylor Swift Songs Were Streaming This Whole Time If You Looked In The Right Place
U5627,user_1,Tech,Oops! Facebook Accidentally Told The World That The Philippines Was At War
U7598,user_2,Crime,Scores Injured After Commuter Train Derails In Brooklyn
U7035,user_1,Tech,Instagram Is Adding A 'Mute' Button For The Sake Of Your Sanity
U1912,user_1,Tech,9 Samsung Execs Are Being Investigated For Insider Trading
U6718,user_3,Entertainment,The Radical Empathy Of 'Master Of None'
U6230,user_1,Tech,Target Under Fire For Not Revealing Hacks Earlier
U4541,user_2,Crime,Teen Attacks Paramedic Who Stopped Ambulance Sex Session
U6619,user_2,Crime,"Tokyo Man Allegedly Severs Wife's Lover's Penis, Flushes It"
U4783,user_3,Entertainment,Watch The Tanner Sisters Whip And Nae Nae In New 'Fuller House' Trailer
U8866,user_3,Entertainment,Cameron Crowe Leads A Musical Tour Through His Filmography
U8052,user_3,Entertainment,Couch Jump! Tom Cruise Joins Instagram
U1693,user_2,Crime,Former Mail Carrier Gets Prison Time For Stealing Stimulus Checks
U6877,user_3,Entertainment,Here's Every Single Possible Twitter Joke All At Once
U0487,user_2,Crime,"Corrupt Execs, Corporate Accountability and Human Rights: Untangling the Net Around Corporate Criminal Prosecutions"
U3601,user_2,Crime,Frein's Sister Questions Brother's Injuries
U7231,user_1,Tech,The World of 'Makers' Revealed by Wired's Chris Anderson
U1396,user_1,Tech,Top Silicon Valley Venture Capitalist Defends Colonialism In India
U4650,user_2,Crime,Cyber Monday Launches Black Hat Shopping Season
U0320,user_3,Entertainment,'Grey's Anatomy' Recap: Where the Heck Is Derek? in 'Crazy Love'
U2173,user_1,Tech,Life On A Social Media Island--Where Digital Natives And Digital Immigrants Must Collaborate
U0506,user_3,Entertainment,Sarah Jessica Parker Says Cynthia Nixon Has Her Vote For New York Governor
U2775,user_3,Entertainment,The 10 Most Instantly Legendary Lines From Kanye's VMAs Speech
U7553,user_2,Crime,Day Care Under Fire After Photo Of Duct-Tape Restraint Surfaces
U5194,user_2,Crime,Backpage.com Founders Indicted For Facilitating Prostitution On Site
U4755,user_2,Crime,Mary Winston Death: Osmond Ignatius Winston Gives Self Up In Neglect Case
U0077,user_3,Entertainment,Mark Hamill Has A Very 'Star Wars' Reaction To Trump Losing
U6374,user_2,Crime,Mom Sentenced For Disturbing Sex Crimes Against Toddler Son
U0913,user_3,Entertainment,Reese Shows Her Wild Side In 'Wild'
U8030,user_2,Crime,"Lisa Holley, Allegedly Faked Daughter's Cancer And Pregnancy"
U8021,user_3,Entertainment,Five American History Series HBO Should Produce Before 'Confederate'
U5186,user_2,Crime,Should the Police Be Armed?
U6044,user_3,Entertainment,Here's What To Watch On Netflix Over The Holidays
U9981,user_3,Entertainment,"To Stay Grounded In Hollywood, Tony Hale Talks To Himself"
